Probe_CallRate	Probe_Id
0.53125	cg00257704
0.9375	cg11523661
0.984375	cg06177106
0.984375	cg09695261
0.984375	cg21631606
0.984375	cg13823188
0.984375	cg02747412
0.984375	cg18242682
0.984375	cg03746133
0.75	cg23847381
0.984375	cg08728128
0.984375	cg27293452
0.71875	cg20640305
0.984375	cg06570037
0.984375	cg20923716
0.984375	cg14839351
0.984375	cg06933777
0.984375	cg15277511
0.984375	cg20466748
0.484375	cg03494022
0.96875	cg22233523
0.984375	cg18694483
0.984375	cg15579888
0.984375	cg05735180
0.28125	cg04632255
0.984375	cg05048372
0.5	cg21807034
0.984375	cg21938435
0.0625	cg00445548
0.984375	cg07853919
0.96875	cg05885959
0.75	cg19571293
0.984375	cg08298679
0.984375	cg04124697
0	cg11288801
0.0625	cg13464717
0.984375	cg01129847
0.484375	cg18554395
0.984375	cg11861731
0.015625	cg03579738
0.984375	cg26798367
0.984375	cg08369217
0.515625	cg00416384
0.984375	cg01083711
0.984375	cg01991687
0.984375	cg03615913
0.984375	cg27209278
0.015625	cg26306476
0.984375	cg23342234
0.96875	cg18732869
0.671875	cg01773515
0.984375	cg24707293
0.984375	cg09111198
0.984375	cg00715257
0.984375	cg25653974
0.984375	cg23436478
0.984375	cg22599071
0.984375	cg24814075
0.984375	cg27480580
0.984375	cg07799434
0.984375	cg24134071
0.140625	cg10722938
0.984375	cg20984663
0.5625	cg09431544
0.984375	cg06636555
0.984375	cg18032201
0.46875	cg12803694
0.890625	cg27484945
0.984375	cg18055230
0.984375	cg17836251
0.984375	cg06212046
0.984375	cg03066664
0.046875	cg03190876
0.984375	cg13542306
0.015625	cg11232793
0.546875	cg26309552
0.984375	cg04197311
0.71875	cg21104798
0.34375	cg26669806
0.984375	cg03451166
0.6875	cg02080510
0.984375	cg07688434
0.984375	cg25945090
0.984375	cg09978321
0.984375	cg26009803
0.984375	cg00681004
0.984375	cg05247914
0.984375	cg03472770
0.984375	cg11902728
0.53125	cg06380553
0.984375	cg00896018
0.984375	cg06151968
0.984375	cg17778441
0.984375	cg18081395
0.984375	cg24096855
0.96875	cg21126614
0.640625	cg25627403
0.984375	cg08064261
0.984375	cg00921682
0.984375	cg15197135
0.984375	cg09416588
0.71875	cg22554905
0.890625	cg21803813
0.984375	cg07857278
0.875	cg12536502
0.703125	cg25686087
0	cg19541688
0.96875	cg27137978
0.984375	cg20921712
0.984375	cg20623036
0.984375	cg22334632
0.984375	cg24326880
0.96875	cg10680224
0.46875	cg06945747
0.96875	cg27006129
0	cg01483824
0.984375	cg22707397
0.984375	cg22998145
0.984375	cg17540624
0.984375	cg18880319
0.84375	cg13168129
0.984375	cg06818937
0.015625	cg04741880
0.984375	cg20670939
0.984375	cg20684251
0.984375	cg00474049
0.984375	cg26868299
0.984375	cg11357813
0.9375	cg11254700
0.984375	cg15202738
0.984375	cg24113503
0.96875	cg18937932
0.984375	cg23695687
0.984375	cg02746014
0.984375	cg19514961
0.359375	cg19749316
0.984375	cg00846300
0.984375	cg01268824
0.984375	cg08659902
0.984375	cg24870627
0.984375	cg10927394
0.984375	cg21468511
0.921875	cg26954695
0.828125	cg21665850
0.984375	cg14011419
0.96875	cg27635110
0.984375	cg13831106
0.515625	cg04062218
0.984375	cg20898305
0.984375	cg14356272
0.984375	cg00027081
0.984375	cg23478285
0.984375	cg16765734
0.96875	cg20008332
0.984375	cg14333162
0.984375	cg04618386
0.03125	cg19529823
0.03125	cg14276772
0	cg27328757
0.34375	cg26324324
0.984375	cg00001594
0.984375	cg19081359
0.984375	cg04697622
0.984375	cg19839035
0.984375	cg07333938
0.984375	cg17557119
0.109375	cg20227471
0.984375	cg17029156
0.984375	cg17156255
0.984375	cg04617441
0.984375	cg14537639
0.984375	cg19292476
0.984375	cg09495140
0.984375	cg07078979
0.984375	cg19379845
0.703125	cg23888534
0.984375	cg21898073
0.984375	cg13848960
0.984375	cg13773733
0.359375	cg06638795
0.984375	cg14200692
0.984375	cg12923271
0.890625	cg02111748
0.984375	cg25695193
0.984375	cg24086124
0.984375	cg20705717
0.984375	cg04352083
0.6875	cg14754761
0.015625	cg11918372
0.984375	cg06609051
0.984375	cg13594075
0.984375	cg10292595
0.984375	cg23699171
0.984375	cg01759126
0.984375	cg08401990
0.96875	cg07040133
0.984375	cg03762431
0.734375	cg14739885
0.609375	cg02338477
0.984375	cg25297992
0.984375	cg05427852
0.96875	cg08430329
0.984375	cg19260201
0.984375	cg01788568
0.984375	cg13755546
0.984375	cg15144153
0.984375	cg26986064
0.984375	cg17284580
0.984375	cg08169875
0.984375	cg25733818
0.984375	cg01413097
0.984375	cg20652636
0.953125	cg12737876
0.96875	cg16963622
0.984375	cg04793821
0.984375	cg16436866
0.984375	cg24317979
0.921875	cg11360098
0.984375	cg09496791
0.984375	cg18560720
0.984375	cg12224898
0.46875	cg03913456
0.984375	cg15157837
0.953125	cg00743325
0.984375	cg04725743
0.984375	cg27220924
0.484375	cg23239647
0.015625	cg01878345
0.984375	cg17291435
0.984375	cg15175104
0.984375	cg08080475
0.984375	cg05928219
0.984375	cg24458478
0.984375	cg27585222
0.984375	cg01446203
0.984375	cg07090701
0.875	cg03885684
0.984375	cg27665377
0.984375	cg05180627
0.046875	cg13661480
0.984375	cg15086895
0.984375	cg26342671
0.984375	cg00606472
0.984375	cg20150163
0.984375	cg09774142
0.171875	cg01311063
0.984375	cg07485181
0.984375	cg20303033
0.984375	cg03167415
0.6875	cg15108975
0.984375	cg05091003
0.984375	cg01922378
0.984375	cg22011316
0.984375	cg11540007
0.984375	cg23450314
0.984375	cg01490040
0.984375	cg03172996
0.6875	cg22855933
0.984375	cg01241758
0.671875	cg04066396
0.03125	cg03578331
0.984375	cg01656856
0.890625	cg24071726
0.96875	cg14785958
0.984375	cg02324737
0.53125	cg19579160
0.96875	cg01429449
0.984375	cg16912150
0.984375	cg23157415
0.984375	cg13580336
0.984375	cg00828305
0.984375	cg10179045
0.984375	cg25929173
0.984375	cg04322162
0.984375	cg12791010
0.984375	cg15742519
0.984375	cg22624818
0.984375	cg19266265
0.984375	cg17356720
0.984375	cg20913732
0.984375	cg16888434
0.734375	cg14903832
0.984375	cg05358815
0.984375	cg01312732
0.640625	cg10718922
0.984375	cg08409687
0.984375	cg24811161
0.015625	cg14428027
0.984375	cg10986849
0.984375	cg23729050
0.984375	cg15399923
0.984375	cg13901316
0.984375	cg23524735
0.984375	cg16329650
0.984375	cg02177444
0.984375	cg11469308
0.984375	cg23409591
0.984375	cg02057716
0.984375	cg06271623
0.984375	cg08108631
0.96875	cg06862374
0.984375	cg23108709
0.4375	cg21893210
0.984375	cg24703390
0.984375	cg04688351
0.984375	cg12698349
0.984375	cg22553273
0.59375	cg10359929
0.484375	cg19308375
0.984375	cg14965722
0.984375	cg16819369
0.984375	cg18994033
0.765625	cg07615839
0.984375	cg12109756
0.984375	cg09772316
0.984375	cg17777628
0.984375	cg24229304
0.984375	cg08616853
0.984375	cg23950232
0.984375	cg08956157
0.984375	cg04856858
0.484375	cg01504215
0.515625	cg15579587
0.984375	cg24203562
0.984375	cg17342864
0.984375	cg10067182
0	cg16326123
0.984375	cg04585787
0.984375	cg27504117
0.984375	cg16674475
0.984375	cg03993487
0.984375	cg18958597
0.984375	cg09273030
0.984375	cg26932753
0.984375	cg15674175
0.828125	cg18896458
0.984375	cg04055861
0.984375	cg15210234
0.984375	cg23871527
0.5	cg01606538
0.953125	cg02358076
0.984375	cg14443694
0.984375	cg11068617
0.578125	cg05897505
0.984375	cg04724434
0.984375	cg17752684
0.984375	cg22209105
0.1875	cg21200656
0.984375	cg22152407
0.46875	cg23530594
0.984375	cg01715455
0.984375	cg01217180
0.234375	cg13727122
0.984375	cg12910951
0.984375	cg20916030
0.125	cg19593285
0.53125	cg13760670
0.984375	cg25390476
0.71875	cg04208499
0.984375	cg15206656
0.984375	cg06420834
0.984375	cg11740152
0.984375	cg14393502
0.984375	cg14213844
0.765625	cg18350866
0.984375	cg21975252
0	cg04808059
0.96875	cg00950958
0.984375	cg21263890
0.984375	cg04305670
0.546875	cg27262717
0.984375	cg04013732
0.984375	cg24521231
0	cg24145099
0.21875	cg10951120
0.984375	cg12058372
0.03125	cg06211794
0.984375	cg17835207
0.984375	cg10356363
0.984375	cg18451189
0.984375	cg17927702
0.984375	cg02956301
0.984375	cg26281310
0.015625	cg14080585
0.5625	cg18708329
0.03125	cg13470557
0.984375	cg16204362
0.09375	cg02144266
0.984375	cg07543138
0.984375	cg23041656
0.984375	cg25178399
0.96875	cg13758712
0.984375	cg09659223
0.671875	cg11130159
0.96875	cg22542663
0.328125	cg05174710
0.984375	cg17352830
0.984375	cg21650694
0.984375	cg24112562
0.625	cg26938272
0.984375	cg00357002
0.984375	cg21880624
0.953125	cg25197646
0.984375	cg17329518
0.984375	cg07363402
0.984375	cg19880185
0.96875	cg09920215
0.96875	cg06672514
0	cg13438128
0.296875	cg09706833
0.984375	cg22978915
0.984375	cg26353006
0.984375	cg10657630
0.515625	cg01239389
0.609375	cg18605377
0.984375	cg20279673
0	cg01861096
0.515625	cg06499171
0.8125	cg00399938
0.984375	cg17654470
0.96875	cg23954171
0.984375	cg07287679
0.953125	cg14985231
0.984375	cg17648213
0.046875	cg23327483
0.984375	cg01238044
0.984375	cg06426689
0.984375	cg20894457
0.984375	cg23590709
0.984375	cg13609948
0.984375	cg22259932
0.984375	cg22655038
0.96875	cg23018242
0.984375	cg10691809
0.984375	cg05233946
0.984375	cg12887217
0.984375	cg15004938
0.984375	cg09705253
0.984375	cg21844316
0.984375	cg11923724
0.984375	cg23977259
0	cg13241411
0.96875	cg12672205
0.84375	cg02038168
0.984375	cg19894640
0.953125	cg19051504
0.984375	cg27327983
0.984375	cg23852491
0.765625	cg16400025
0.984375	cg15429214
0.984375	cg24694833
0.90625	cg16123583
0	cg02172652
0.984375	cg07484273
0.96875	cg13616097
0.921875	cg22544416
0.984375	cg06150740
0.984375	cg08035144
0.984375	cg22594416
0.96875	cg27246106
0.4375	cg08689926
0.984375	cg11541678
0.984375	cg06406669
0.875	cg07653960
0.984375	cg21223075
0.984375	cg07307861
0.546875	cg02578087
0.984375	cg01913632
0.984375	cg06798480
0.984375	cg19657173
0.984375	cg07188097
0.984375	cg17554647
0.984375	cg14209744
0.75	cg05278650
0.984375	cg04544058
0.984375	cg24845998
0.984375	cg24638356
0	cg03136859
0.984375	cg12647771
0.984375	cg15602631
0.984375	cg04804472
0.984375	cg03749093
0.984375	cg12258785
0.984375	cg15969359
0.984375	cg05619116
0.984375	cg07130869
0.984375	cg16538496
0.984375	cg04005032
0.984375	cg25289297
0.984375	cg22797653
0.984375	cg22674467
0.984375	cg03825810
0.984375	cg11308937
0.953125	cg15421087
0.984375	cg18559858
0.984375	cg11216888
0.984375	cg05882113
0.984375	cg20944665
0.578125	cg19868314
0.984375	cg26848963
0.984375	cg23309992
0.984375	cg11003573
0.484375	cg18324596
0.984375	cg04746914
0.375	cg22499408
0.0625	cg19137818
0.84375	cg14999852
0.921875	cg05979583
0.984375	cg20183308
0.984375	cg22700215
0.984375	cg21558706
0.984375	cg10769017
0.984375	cg07754938
0.984375	cg15559979
0.984375	cg06365567
0.984375	cg17152477
0.984375	cg24011261
0.984375	cg20402382
0.03125	cg16324015
0.984375	cg08240335
0.984375	cg04571742
0.015625	cg13707898
0.703125	cg06422097
0.578125	cg11816769
0.984375	cg02974815
0.984375	cg00196119
0.125	cg24046994
0.984375	cg20166585
0.984375	cg13941408
0.96875	cg16277835
0.984375	cg14984943
0.984375	cg10750871
0.984375	cg05766539
0.984375	cg15920867
0.875	cg26457421
0.984375	cg08803571
0.984375	cg11603443
0.984375	cg01123926
0.984375	cg14044282
0.984375	cg15081402
0.984375	cg12187213
0.984375	cg03558399
0.96875	cg18572190
0.375	cg14612785
0.984375	cg13344754
0.984375	cg06295987
0.03125	cg03601938
0	cg27573735
0.984375	cg02646433
0.984375	cg03671265
0.984375	cg03443427
0.984375	cg01991210
0.984375	cg20824576
0.859375	cg09643587
0.984375	cg05888082
0.984375	cg17470227
0.984375	cg22985401
0.984375	cg26171490
0.984375	cg05909565
0.484375	cg24942922
0.984375	cg07156182
0.984375	cg05468251
0.953125	cg02978184
0.984375	cg14143509
0.984375	cg13797228
0.75	cg11528839
0.53125	cg22841359
0.984375	cg19129842
0.984375	cg06807568
0.984375	cg16435858
0.875	cg11941811
0.984375	cg14668981
0.984375	cg26423470
0.546875	cg24636867
0.984375	cg14794076
0.984375	cg01362570
0.984375	cg24592912
0.015625	cg17877674
0.609375	cg13016179
0.984375	cg08462988
0.984375	cg24686610
0.96875	cg18424634
0.984375	cg00906762
0.984375	cg12674740
0.984375	cg21401219
0.984375	cg00880562
0.984375	cg08596544
0.984375	cg11625262
0.984375	cg02403502
0.984375	cg13243219
0.984375	cg27542487
0.984375	cg10936995
0.890625	cg20494418
0.171875	cg10109500
0.984375	cg15672986
0.984375	cg04770372
0.984375	cg03839554
0.984375	cg23965022
0.984375	cg09751812
0.953125	cg05677133
0.984375	cg19003646
0.984375	cg10156568
0.984375	cg06590946
0.984375	cg21923992
0.328125	cg22984571
0.984375	cg02637593
0.875	cg00141989
0.75	cg16366473
0.984375	cg08002883
0.984375	cg03284879
0.984375	cg07645194
0.984375	cg00352417
0.90625	cg03575245
0.984375	cg17202706
0.984375	cg12644133
0.984375	cg16619777
0.984375	cg15257681
0.984375	cg10827011
0.984375	cg13612734
0.6875	cg20890325
0.984375	cg11168432
0.984375	cg22865455
0.890625	cg12524748
0.984375	cg23453228
0.984375	cg08947915
0.984375	cg00249632
0.890625	cg00088299
0.96875	cg17366332
0.96875	cg16176247
0.984375	cg11799608
0.96875	cg06691434
0.953125	cg02617981
0.984375	cg02360155
0.03125	cg17592699
0.984375	cg07857119
0.984375	cg10125291
0.984375	cg19846622
0.984375	cg02614549
0.984375	cg09940872
0.96875	cg15382048
0.984375	cg02684133
0.96875	cg11757134
0.875	cg00029855
0.015625	cg26133769
0.984375	cg22360496
0.984375	cg05561716
0.984375	cg10307691
0.984375	cg23888154
0.984375	cg03602862
0.921875	cg26134090
0	cg23806550
0.984375	cg19305793
0.53125	cg12630714
0.984375	cg23194022
0.9375	cg26703452
0.625	cg09888336
0.984375	cg20986370
0.71875	cg15611556
0.984375	cg07242215
0	cg16542283
0.984375	cg00531823
0.984375	cg23408913
0.984375	cg03965885
0.984375	cg22461615
0.984375	cg03421743
0.984375	cg06085875
0.984375	cg09057473
0.984375	cg11468363
0.984375	cg08871609
0.984375	cg17405234
0.984375	cg12365648
0.984375	cg17504765
0.984375	cg04360080
0	cg27544288
0.984375	cg02005549
0.984375	cg24015814
0.875	cg12721145
0.984375	cg11748131
0.984375	cg22787318
0.453125	cg13669748
0.984375	cg05256793
0.984375	cg14271438
0.984375	cg20321250
0.984375	cg12952042
0.984375	cg12747505
0.578125	cg22951597
0.984375	cg02114924
0.984375	cg15687303
0.984375	cg05300158
0.984375	cg13413589
0.984375	cg01336821
0.984375	cg22274395
0.984375	cg01835530
0.828125	cg06340552
0.96875	cg14384960
0.984375	cg25970230
0.984375	cg19902483
0.984375	cg17696256
0.984375	cg22664296
0.984375	cg25911468
0.046875	cg00699993
0.984375	cg19135406
0.953125	cg09029959
0.984375	cg12267786
0.984375	cg01856849
0.703125	cg04821107
0.984375	cg24317667
0.8125	cg23809394
0.96875	cg11143796
0.984375	cg16547180
0	cg12835012
0.984375	cg08276984
0.984375	cg07018106
0.984375	cg00955654
0.984375	cg25074170
0.984375	cg19136454
0.90625	cg16786756
0.140625	cg21004358
0.578125	cg16172278
0.984375	cg15084390
0	cg16034787
0.984375	cg03893255
0.96875	cg17026582
0.984375	cg16219124
0.984375	cg14733637
0.984375	cg20784862
0.984375	cg05613935
0.984375	cg24940370
0.984375	cg16146849
0.984375	cg02369450
0.984375	cg18310072
0.984375	cg04115185
0.984375	cg22762492
0.984375	cg13949093
0.984375	cg18101138
0.984375	cg01717727
0.984375	cg00530298
0.984375	cg06039131
0.96875	cg22597706
0.984375	cg07019536
0.984375	cg11452391
0.984375	cg18610977
0.125	cg05262724
0.984375	cg05520288
0.984375	cg21825342
0.984375	cg24533810
0.984375	cg03612055
0.984375	cg23516451
0.984375	cg26383936
0.984375	cg06688733
0.953125	cg26842080
0.984375	cg17638833
0.984375	cg06568056
0.96875	cg11728140
0.96875	cg12523924
0.984375	cg10588470
0.984375	cg25443689
0.796875	cg02024097
0.984375	cg20439288
0.984375	cg19823090
0.984375	cg16506426
0.90625	cg20482071
0.984375	cg07483152
0.984375	cg10119586
0.984375	cg17003018
0.984375	cg24814117
0.984375	cg14880608
0.984375	cg12631351
0.984375	cg02067030
0.984375	cg13982529
0.984375	cg24025896
0.9375	cg07638761
0.984375	cg09576855
0.984375	cg24658930
0.984375	cg09880331
0.890625	cg23215014
0.984375	cg26072327
0.984375	cg25728598
0.90625	cg11474250
0.53125	cg14305297
0.5	cg16542392
0.984375	cg25896894
0.984375	cg19157243
0.984375	cg11172967
0.96875	cg03776649
0.5625	cg18710053
0.984375	cg03721362
0.984375	cg15716847
0.515625	cg11309039
0	cg26506013
0.984375	cg11642927
0.984375	cg15649828
0.984375	cg14312209
0.890625	cg07035961
0.953125	cg13187914
0.984375	cg09233300
0.984375	cg27305357
0	cg24954895
0.984375	cg08782420
0.984375	cg18146873
0.984375	cg11799006
0.984375	cg05352635
0.953125	cg00167681
0.984375	cg22531217
0.984375	cg01074508
0.703125	cg26361792
0.984375	cg06809458
0.53125	cg08331313
0.984375	cg21101222
0.984375	cg20435608
0.984375	cg18558388
0.6875	cg06564388
0.984375	cg17344516
0.515625	cg02639667
0.96875	cg16675507
0.53125	cg23610296
0.984375	cg06754923
0.984375	cg19464247
0.984375	cg10985680
0.984375	cg05722931
0.984375	cg23250489
0.78125	cg26624794
0.984375	cg14015804
0.984375	cg22111078
0.984375	cg03489221
0.984375	cg26489682
0.984375	cg05681076
0.984375	cg05958740
0.984375	cg08434295
0.6875	cg13786191
0.984375	cg08929467
0.96875	cg16616449
0.984375	cg00238818
0.984375	cg10948883
0.984375	cg11672220
0.375	cg06651605
0.984375	cg00632914
0.984375	cg08876009
0.984375	cg24583179
0.984375	cg02337825
0.984375	cg00934735
0.984375	cg25198654
0.984375	cg15253304
0.984375	cg01095518
0.984375	cg01096398
0.984375	cg14825735
0.96875	cg03869498
0.59375	cg01748414
0.984375	cg01133655
0.984375	cg21102926
0.984375	cg04086786
0.984375	cg16149936
0.984375	cg25085719
0.984375	cg02127689
0.984375	cg25503497
0.984375	cg20865151
0.984375	cg25408575
0.984375	cg09146892
0.984375	cg19113030
0.984375	cg04112539
0.984375	cg17559292
0.984375	cg07900658
0.96875	cg23125249
0.984375	cg01808130
0.890625	cg01349246
0.984375	cg25940847
0.984375	cg05809174
0.984375	cg17056703
0.03125	cg20731597
0.984375	cg12973239
0.984375	cg02190610
0.984375	cg10677246
0.234375	cg13981054
0.640625	cg20492262
0.984375	cg04899492
0.984375	cg03632145
0.984375	cg11076890
0.984375	cg05412957
0.984375	cg08278435
0.984375	cg15499782
0.984375	cg08578491
0.984375	cg20145610
0.96875	cg21112168
0.984375	cg02652760
0.984375	cg25994470
0.984375	cg07951347
0.984375	cg20135196
0.984375	cg03415429
0.984375	cg04132023
0.984375	cg02066784
0.984375	cg22468666
0.984375	cg13774304
0.984375	cg14627172
0.984375	cg19166009
0.515625	cg10401017
0.21875	cg14322215
0.984375	cg26995255
0.984375	cg09083279
0.984375	cg02681389
0.984375	cg01176826
0.984375	cg05101432
0.984375	cg20990400
0.984375	cg20380424
0.984375	cg05567763
0.984375	cg10221930
0.984375	cg18297538
0.984375	cg15601071
0.984375	cg00120932
0.984375	cg06423354
0.984375	cg18068919
0.984375	cg14296767
0.984375	cg06022439
0.734375	cg09783905
0.984375	cg03094134
0.984375	cg16859001
0.984375	cg05655390
0.9375	cg04064094
0.984375	cg24657127
0.984375	cg03091589
0.984375	cg12247101
0.984375	cg08743794
0.984375	cg11968414
0.984375	cg10816127
0.984375	cg19331040
0.984375	cg24836242
0.984375	cg24022918
0.984375	cg01941836
0.984375	cg09622121
0.984375	cg12846737
0.984375	cg16203549
0.984375	cg06177002
0.984375	cg12170654
0.984375	cg23181413
0.984375	cg04794465
0.984375	cg16842485
0.984375	cg02652768
0.984375	cg12445268
0.984375	cg11073255
0.984375	cg15745385
0.984375	cg24490633
0.984375	cg25202877
0.984375	cg20208853
0.984375	cg01725571
0.984375	cg23506135
0.984375	cg11099586
0.984375	cg01054725
0.984375	cg18630580
0.96875	cg14924781
0.984375	cg20471413
0.984375	cg26695758
0.984375	cg07524919
0.984375	cg09599399
0.984375	cg04528217
0.90625	cg19376664
0.984375	cg15815053
0.984375	cg19732154
0.984375	cg20655068
0.984375	cg13334396
0.984375	cg25049941
0.984375	cg18243910
0.984375	cg16026549
0.984375	cg08772265
0.984375	cg03166550
0.984375	cg14530528
0.96875	cg08953666
0.984375	cg10266124
0.984375	cg00798281
0.984375	cg25482983
0.984375	cg01536956
0.625	cg25141069
0.421875	cg05186755
0.984375	cg27373972
0.984375	cg16396284
0.984375	cg07306737
0.984375	cg19182289
0.984375	cg08567382
0.984375	cg17403520
0.859375	cg25998119
0.984375	cg12650926
0.984375	cg15620384
0	cg25808577
0.984375	cg13028789
0.984375	cg20300129
0.984375	cg26998856
0.984375	cg24281267
0.984375	cg01670608
0.984375	cg23737190
0.984375	cg02433564
0.390625	cg26848940
0.984375	cg03166753
0.984375	cg03644281
0.984375	cg18297196
0.984375	cg16538289
0.984375	cg05602161
0.984375	cg21652323
0.984375	cg04530460
0.984375	cg00561191
0.984375	cg26578923
0.984375	cg02057561
0.984375	cg11982736
0.890625	cg10219512
0.984375	cg01188822
0.765625	cg08290850
0.984375	cg26053872
0.96875	cg09101258
0.984375	cg17408013
0.984375	cg16361253
0.984375	cg01035198
0.984375	cg14470998
0.984375	cg04227237
0.984375	cg07152817
0.984375	cg05020409
0.984375	cg26092468
0.984375	cg24933925
0.03125	cg04883656
0.984375	cg06952471
0.984375	cg01515060
0.984375	cg21365924
0.984375	cg05801338
0.984375	cg04547799
0.984375	cg15331039
0.984375	cg17349025
0.5625	cg15308050
0.984375	cg20469391
0.984375	cg01979603
0.984375	cg08445802
0.984375	cg01484716
0.53125	cg25411849
0.984375	cg21621759
0.984375	cg11916726
0.984375	cg07437546
0.984375	cg25275283
0.984375	cg01815538
0.984375	cg22196848
0.984375	cg25581448
0.015625	cg18035158
0.984375	cg03500965
0.5625	cg12343700
0.984375	cg23390397
0.984375	cg17706411
0.796875	cg05856399
0.984375	cg27140006
0.984375	cg05756933
0.984375	cg19344630
0.984375	cg13579852
0.984375	cg24499517
0.96875	cg13526264
0.984375	cg27033074
0.984375	cg13980473
0.984375	cg15234946
0.984375	cg05564625
0.984375	cg20232471
0.984375	cg06714274
0.984375	cg04442576
0.984375	cg15556085
0.984375	cg02578070
0.984375	cg14827083
0.984375	cg03916673
0.984375	cg12199684
0.546875	cg08661899
0.984375	cg11877577
0.984375	cg00777805
0.984375	cg01059669
0.984375	cg24676276
0.984375	cg21356535
0.15625	cg02698990
0.984375	cg05559558
0.984375	cg11472725
0.984375	cg16636271
0.984375	cg14925722
0.984375	cg25263201
0	cg18425786
0.984375	cg18368637
0.984375	cg01605367
0.984375	cg00571935
0.265625	cg15866800
0.984375	cg15261499
0.984375	cg06166242
0.984375	cg10221172
0.984375	cg14128634
0.875	cg03556869
0.984375	cg07472841
0.984375	cg05221544
0.984375	cg19600023
0	cg07360021
0.984375	cg06898768
0.640625	cg24075332
0.984375	cg25401754
0.984375	cg20675703
0.984375	cg23389785
0.984375	cg19451435
0.984375	cg06327227
0.984375	cg12601856
0.984375	cg06555155
0.53125	cg21478928
0.734375	cg18373855
0.984375	cg19802243
0.984375	cg21119468
0.96875	cg18299670
0.984375	cg11759749
0.984375	cg27088830
0.984375	cg02287007
0.984375	cg15090899
0.984375	cg13046724
0.984375	cg13087299
0.90625	cg18903000
0.984375	cg11485488
0.984375	cg01926972
0.984375	cg21503392
0.984375	cg15741247
0.984375	cg09279942
0.984375	cg06862589
0.984375	cg06235057
0.984375	cg26280713
0.984375	cg17692702
0.984375	cg20181600
0.984375	cg16283753
0.984375	cg13891659
0.984375	cg02838148
0.984375	cg01863398
0.984375	cg04116093
0.984375	cg16080333
0.984375	cg18223153
0.984375	cg13957198
0.984375	cg22466550
0.984375	cg05620980
0.984375	cg09702334
0.984375	cg20776543
0.984375	cg22940273
0.984375	cg26071556
0.984375	cg15028507
0.984375	cg01763702
0.984375	cg21384277
0.984375	cg02425263
0.78125	cg06503626
0.984375	cg18294109
0	cg18705808
0.984375	cg16172923
0.984375	cg27212520
0.984375	cg17633015
0.984375	cg18013792
0.984375	cg07879287
0.984375	cg18641463
0.984375	cg05045969
0.984375	cg15013257
0.984375	cg05134769
0.984375	cg07287682
0.984375	cg06077405
0.96875	cg22187843
0.984375	cg05222622
0	cg24883709
0.984375	cg01986619
0.984375	cg17543469
0.984375	cg17768768
0.984375	cg25039517
0.5	cg13818127
0.984375	cg22185774
0.375	cg18711683
0.984375	cg13320898
0.984375	cg15247247
0.984375	cg19036490
0.609375	cg19081270
0.984375	cg05480046
0.984375	cg19523937
0.984375	cg26803770
0.984375	cg23783747
0.96875	cg00703902
0.984375	cg18451131
0.6875	cg06771303
0.984375	cg06561458
0.984375	cg04155485
0.984375	cg25072799
0.984375	cg05043952
0.984375	cg15784006
0.984375	cg13383235
0.984375	cg15365588
0.984375	cg07805240
0.984375	cg06981279
0.984375	cg01581763
0.84375	cg25577322
0.984375	cg21124530
0	cg26818735
0.953125	cg25184481
0.984375	cg06074555
0.984375	cg18470125
0.984375	cg22545138
0.875	cg27066092
0.984375	cg09459907
0.984375	cg09080553
0.984375	cg09339462
0.984375	cg07945582
0.984375	cg04317399
0.984375	cg20517050
0.984375	cg02250708
0.984375	cg15564098
0.984375	cg20344908
0.984375	cg05774698
0.984375	cg04020066
0.984375	cg14407341
0.984375	cg23363754
0.96875	cg12881726
0.984375	cg00587790
0.984375	cg22051964
0.984375	cg25983531
0.96875	cg02902948
0.984375	cg17136810
0.984375	cg20302533
0.984375	cg25166340
0.984375	cg02853322
0.984375	cg08832195
0.984375	cg18723978
0.984375	cg23091699
0.984375	cg09138430
0.984375	cg01776691
0.984375	cg13562837
0.984375	cg06200449
0.984375	cg10145204
0.984375	cg25835019
0.984375	cg01319924
0.34375	cg24371742
0.984375	cg01967073
0.984375	cg09493505
0.984375	cg14084042
0.984375	cg25748357
0.953125	cg10614809
0.171875	cg03689146
0.984375	cg13285893
0.984375	cg27527783
0.984375	cg14936778
0.984375	cg10742917
0.984375	cg19789755
0.984375	cg26948064
0.96875	cg26118678
0.984375	cg05841659
0.984375	cg10095114
0.984375	cg02774070
0.984375	cg14250274
0.984375	cg15547241
0.984375	cg11680300
0.984375	cg25889944
0.515625	cg16327041
0.984375	cg06493555
0.984375	cg13492520
0.984375	cg03582798
0.984375	cg00496025
0.984375	cg13906362
0.984375	cg07377876
0.984375	cg27531731
0.984375	cg19913580
0.984375	cg12999362
0.984375	cg26033531
0.921875	cg19814210
0.984375	cg25150162
0.984375	cg11691300
0.015625	cg21898346
0.984375	cg20474924
0.984375	cg03742932
0.984375	cg09267087
0.984375	cg05098230
0.984375	cg21743410
0.984375	cg14446979
0.65625	cg08624472
0.984375	cg06088639
0.984375	cg10650299
0.984375	cg01958203
0.984375	cg00867475
0.96875	cg14701566
0.984375	cg09865339
0.984375	cg08769544
0.984375	cg13467412
0.984375	cg16651428
0.984375	cg00374672
0.984375	cg24356700
0.984375	cg08470764
0.984375	cg08630869
0.015625	cg24641214
0.734375	cg17862852
0.984375	cg16206871
0.984375	cg20459407
0.96875	cg17153363
0.984375	cg04704021
